Date,JPM,V,MA,PYPL,XYZ,COIN,HOOD,AFRM
2024-06-11,186.33082580566406,271.1115417480469,443.7920227050781,64.42555236816406,64.16000366210938,244.1999969482422,23.219999313354492,33.79999923706055
2024-06-12,183.6177215576172,266.81787109375,437.8226318359375,63.092681884765625,64.62999725341797,254.9600067138672,23.700000762939453,35.75
2024-06-13,185.6597442626953,267.6766052246094,439.79925537109375,61.212730407714844,62.36000061035156,247.63999938964844,23.309999465942383,33.43000030517578
2024-06-14,185.7747802734375,267.1534729003906,439.4335632324219,60.31254196166992,62.150001525878906,244.5,22.420000076293945,30.899999618530273
2024-06-17,186.92518615722656,267.6568603515625,442.8729248046875,59.81023025512695,62.5,245.10000610351562,22.25,30.809999465942383
2024-06-18,188.86175537109375,270.0751037597656,444.8495178222656,58.80559539794922,61.900001525878906,235.9499969482422,21.860000610351562,30.530000686645508
2024-06-20,190.46278381347656,273.2336730957031,447.22149658203125,59.48198318481445,62.7400016784668,235.02999877929688,21.729999542236328,30.139999389648438
2024-06-21,188.19068908691406,271.6544189453125,449.5341491699219,60.28767776489258,62.970001220703125,225.86000061035156,22.290000915527344,29.8700008392334
2024-06-24,190.6641082763672,272.7203674316406,451.6195068359375,59.17363357543945,64.4000015258789,212.30999755859375,21.3700008392334,33.70000076293945
2024-06-25,189.8875732421875,269.98626708984375,450.3248291015625,59.014488220214844,64.0199966430664,221.7100067138672,22.139999389648438,32.970001220703125
2024-06-26,189.27398681640625,270.055419921875,447.093017578125,57.95016860961914,63.290000915527344,214.5800018310547,22.309999465942383,31.40999984741211
2024-06-27,190.94210815429688,263.1361999511719,437.5755310058594,58.05958938598633,63.38999938964844,224.0,22.59000015258789,30.459999084472656
2024-06-28,193.90444946289062,259.069580078125,436.0041198730469,57.721397399902344,64.48999786376953,222.22999572753906,22.709999084472656,30.209999084472656
2024-07-01,196.9626922607422,259.82958984375,432.49560546875,57.50257110595703,63.84000015258789,233.3699951171875,22.790000915527344,29.829999923706055
2024-07-02,200.2030487060547,264.75494384765625,439.4533386230469,58.65639877319336,64.58000183105469,227.50999450683594,22.459999084472656,29.3799991607666
2024-07-03,200.0688018798828,265.5050964355469,442.94207763671875,59.32283401489258,64.44000244140625,224.94000244140625,22.889999389648438,28.979999542236328
2024-07-05,197.41783142089844,266.85736083984375,444.23675537109375,59.442195892333984,65.77999877929688,223.67999267578125,22.68000030517578,28.549999237060547
2024-07-08,197.7841339111328,262.9486389160156,441.0247497558594,58.775760650634766,64.2300033569336,220.55999755859375,22.09000015258789,28.149999618530273
2024-07-09,200.15560913085938,262.0010986328125,440.1537780761719,58.68623733520508,64.51000213623047,219.97000122070312,22.600000381469727,28.360000610351562
2024-07-10,200.31947326660156,259.5926818847656,429.2068786621094,58.58677291870117,64.33999633789062,219.55999755859375,22.31999969482422,28.170000076293945
2024-07-11,199.98207092285156,259.1485290527344,431.9584045410156,59.67097473144531,66.48999786376953,214.6300048828125,22.040000915527344,29.610000610351562
